A,G,E,P,EY,I,prob_Y,Y
20.0,0,-0.068233084600201,8,23.11679385018392,8.235962780953955,0.31121820175416637,0
20.0,0,0.003080477111409574,8,24.88018732179307,9.666783848070319,0.5331952026793806,1
20.0,1,0.041215440961744454,9,28.583756171636054,9.011113572732999,0.5432890050638571,1
20.0,0,-0.08334202985070321,8,24.12153118110287,9.120423758934965,0.43554058582679467,1
20.0,1,0.14185571516084883,10,23.89306535443058,8.071634706129082,0.3240969755484182,0
22.397791047378668,1,0.13061705015152303,9,31.395015603974876,9.950453093389136,0.7249375059565756,1
20.0,0,-0.014497597643684412,9,23.25357504250974,8.611148022234579,0.35726222593947365,0
20.0,0,-0.005301139041170744,11,23.402014196230184,7.4845724216811735,0.23677852547636621,0
20.0,0,-0.058013556884901674,10,25.87063969176597,5.946068121488272,0.15446953239346536,0
27.956896068263596,0,-0.10810361469390933,9,35.26423164624057,9.889237986659884,0.769597673156196,1
20.0,0,-0.07744663386410328,8,30.012951953061584,8.849141878807181,0.5491330152556707,1
20.0,1,0.14667224090593334,9,34.82933006513376,9.941073190318019,0.7884914632969019,1
20.0,0,0.014646282776696329,9,29.46086873753345,9.829953973574032,0.6586845235170922,1
20.0,0,-0.08645455240020194,10,29.874902837037112,8.974330592177495,0.5499255086808778,1
20.0,0,0.03347233761677859,8,28.759961024126998,9.814682275490856,0.6479633685278289,1
20.0,1,0.095274877066299,7,30.418293481393466,9.797866846437355,0.6942814328794038,0
20.0,1,0.14720083959275176,11,27.3987261837186,9.609581340998595,0.5909764906151354,1
20.0,0,-0.099949508004886,9,34.8914610469307,9.097928528952735,0.6850733401376955,1
20.0,0,-0.14436665310855012,9,30.624550919777267,9.260030404479343,0.6009290047585075,1
20.0,0,-0.018879982355650138,10,23.14925358325158,6.519869616332288,0.15900655961987786,1
20.0,1,0.12779909710259707,12,24.42776159497387,9.785650639170987,0.5326973314415875,0
20.0,1,0.12588411909065478,8,27.242158318830693,9.80704447592308,0.6226251468274676,0
20.0,1,0.08111401026118081,8,29.599375818029028,9.872187175029325,0.6784403926376508,0
20.0,1,0.060062647685433346,12,32.8165227461721,9.776179111916584,0.7173284842409999,1
20.0,0,-0.02368753490927461,10,23.74203120570204,8.773254711672292,0.38176300287721804,0
20.0,1,0.2181466649215077,8,24.51796406840512,8.710303021334413,0.4319368411560628,1
20.0,1,0.07381411834348772,11,24.026059826455345,7.4217885879258825,0.24976748192336612,0
20.0,0,-0.14433108181338022,9,24.959961540309244,7.536869076518769,0.2652837521746375,1
20.0,1,0.04649959564414996,12,29.227846683897706,8.812924405153131,0.5209806444087624,0
20.0,0,-0.004330863140963315,11,26.77279228195283,8.663973347354569,0.4395078558129275,0
20.0,1,0.09903771525991278,8,22.496271132233225,8.698269568692051,0.3677936664832622,0
20.0,1,0.17187567535587045,8,24.85124587285853,9.340497802461224,0.512831393326014,1
20.0,1,0.10486413853838639,9,25.482410061198287,9.928709631449806,0.5876062268814992,1
20.0,1,0.19715582496436612,10,25.117903133379734,9.434888212424024,0.524169586418436,0
20.0,1,0.10971988866678106,12,35.0,9.927302448293473,0.7772975043408481,1
20.0,1,0.03958957968885768,7,30.652818698582237,9.635326010637822,0.6758033582418665,0
20.0,0,-0.06485261343406834,7,25.802135446063986,8.852856077135318,0.45165835363728396,0
20.0,1,0.02760185677120708,8,31.051671205811978,9.928694178779562,0.7095790855619328,1
20.0,1,0.09356973793060586,12,27.62700081758597,9.846010215088972,0.6139544269446591,1
20.0,0,-0.02900270310941866,9,27.628756853024353,8.79634914290984,0.483905412867051,0
20.0,1,0.10240064826052386,13,29.324950833809755,9.87202254539742,0.6533668386777246,0
20.0,1,0.15057199556022427,9,29.03272701001898,9.929270865488249,0.6752976475428076,1
20.0,1,0.1114141381016337,10,31.83748707345654,9.841265710288557,0.7168784628307161,1
20.0,0,-0.03065641974864436,7,32.110546807081676,9.71153136759768,0.7075065020513961,1
20.0,0,-0.02265557121951267,8,26.856278627572976,9.158965509940256,0.5159466775323182,0
20.0,1,0.11831560179128453,7,25.558979805770715,9.124586273054625,0.5022902704401045,1
28.801469479534546,1,0.1674129372981379,11,33.190351390210196,9.901734051333849,0.7508869929156267,0
20.0,1,0.16871453542390147,10,23.987732580826165,8.305432009813817,0.3554398641222974,0
20.0,1,0.15473833695059658,9,25.35847294206536,9.509015361472079,0.5391135809246085,0
20.0,0,-0.035731421599355606,11,26.720642562538377,9.31853679685734,0.5157964508828576,0
24.40077093756426,1,0.08340880370983594,10,26.826774324810845,9.908699837263374,0.6100858680920059,1
20.0,0,-0.059176837103275204,8,23.236554030107165,7.320363513884632,0.22518085879893981,0
20.0,1,0.052044013198125016,10,27.7240684395258,9.887230391788933,0.625037462700642,0
20.0,0,-0.08194322107563479,8,24.903156078026893,8.95353359039041,0.4344141662572554,0
20.0,1,0.13881083419968532,8,27.41887138118819,9.26676599186094,0.563333254198607,0
20.0,0,-0.05736666227833093,8,21.288730417855486,7.850364961504751,0.23783203118388357,0
20.0,0,-0.08658541709385575,9,25.591331453981873,6.944790969464741,0.22745926329869234,1
20.0,1,0.09441640629771109,9,26.297807415353628,9.307322393206913,0.5298894795417776,0
20.0,0,0.0062395443230306435,8,30.021997128123985,9.860079394262982,0.6781722180874291,1
20.0,1,0.0724461303287548,9,23.748240658555012,5.318831486158836,0.10522356388236886,0
20.0,0,0.006320919130520242,9,34.145867188934474,9.892692034604988,0.7600846567967325,1
20.0,0,-0.10083742398786383,11,29.130894817574255,9.20509313328631,0.553533333446904,0
20.0,1,0.09874770330571148,11,30.48691324315176,8.645459073004869,0.5425306284809936,0
20.0,0,0.021171692293272315,7,26.60170381517152,9.741591224379373,0.5922716049960511,1
20.0,0,0.04661690999888757,8,26.603088392419927,8.13380718730863,0.3918711747473723,1
20.0,1,0.10338395692828684,8,27.63945976252945,9.780689477318692,0.6262138800785608,1
20.0,0,0.00866577693947257,8,27.05999501112768,9.477968373825066,0.5644745574000545,1
20.0,0,-0.12066032800203452,8,34.09605509258439,9.936713993600074,0.7554064066697357,0
20.0,0,-0.11099835290740212,9,29.33192930429158,9.162448608782507,0.5616764302256505,1
20.0,1,0.18420747589582476,9,31.704445236093658,9.910057521379729,0.7323596309529133,0
20.0,0,-0.06211260038255456,9,21.29321682283444,9.327410374232656,0.38960356118714706,0
20.0,0,-0.045929909640773814,8,29.656118251174128,9.742833927733884,0.6511480358013754,1
20.0,1,0.14907307917498047,9,23.964468734794455,9.156426038247908,0.4596496714053392,1
20.0,0,-0.008773507205920628,10,22.2719256112267,8.472325205906053,0.3160271344536267,1
20.0,0,-0.03809105069554303,8,26.93226271180573,8.162563269594171,0.39304939992357574,1
20.0,0,-0.08499101920804475,8,27.380910853927904,7.381802730585858,0.30928213120020065,1
20.0,0,-0.01644462819844117,10,26.97286270472289,7.864263824595124,0.35209051626970306,0
20.0,1,0.028597593445062852,10,29.38273618839782,9.452773885617408,0.6101400097592754,1
20.0,1,0.06485467659739164,7,28.45522895240382,9.925173494303225,0.662028986549248,1
20.0,0,-0.05863457986029724,9,24.873766810672517,7.3287974969194,0.2519024710097434,0
20.0,1,0.1828183626839821,8,22.37058318596153,9.036105677795234,0.4149706693690426,1
20.0,1,0.05927717113260145,9,22.22638289966251,8.541113005545377,0.33445228171967173,0
20.0,1,0.053997870285739324,9,28.507276219334123,9.844465804487376,0.64313795155871,1
20.0,1,0.07494047753202593,9,32.94617423376952,9.888491322950442,0.7437180554600534,1
20.0,1,0.11590684797123862,9,33.04282444677565,9.750501794864217,0.7362440216112995,1
20.0,1,0.015238455212065238,7,25.460468846107872,9.405890478412338,0.5220915027322973,0
20.0,0,-0.08898824343036649,8,27.60055499028122,8.284995796345088,0.4177746972229405,1
20.0,1,0.05404058962681246,8,30.458788495345377,9.443010494387172,0.6466691447304368,1
20.0,0,-0.0254862591404853,8,29.463564002955803,9.523373429199765,0.6237100258516026,1
20.0,0,-0.041790867953187316,9,26.66798208986099,9.694024594701336,0.5700280435276962,0
20.0,1,0.06926401440539665,10,29.877888409574204,9.284441367090189,0.6067289191962254,1
20.0,0,0.01249807679436643,11,31.31404847157055,8.465471263129889,0.5299962883291277,1
20.0,1,0.1050398002537054,8,30.32424104960259,9.777848404632872,0.6865186937564605,1
20.0,0,0.006188588458944433,11,24.244242144631883,5.551947676244441,0.11437938891899765,0
20.0,0,-0.010270135136748904,8,25.554559777500682,9.10348725602638,0.4780366571273962,0
20.0,0,-0.03995478578661166,9,24.87545985904164,8.661780489832843,0.3983150571151722,0
20.0,0,-0.032138431695133696,11,27.020491304480363,7.382036790380722,0.2945760437116148,0
20.0,1,0.1289177502508808,9,32.12422134341583,9.87214717291539,0.7314526212104078,1
20.0,1,0.10001465724249503,8,25.813186447294992,9.659720387719466,0.5673903479151083,0
20.0,1,0.16931326275429637,8,24.566338336146476,6.483556945545974,0.19672259224081556,0
20.0,0,-0.016392668694310275,8,25.458805124087625,9.328899367599067,0.5030398077303733,0
20.0,1,0.07045981721109296,9,26.973262027556085,9.605536005164003,0.5803900069195737,1
20.0,0,0.042564620417142596,8,28.212149524601156,9.741973572348412,0.6279680537424986,1
20.0,0,-0.09498823787378846,7,30.78605268192498,9.049566956152745,0.5957305496944892,1
20.0,1,0.05646296943290241,9,31.18164684524452,9.782838633205772,0.6956918509530604,1
20.0,1,0.03175457210676769,9,32.1480374942815,9.948953384860996,0.729918323860573,1
20.0,1,0.1630835770402148,10,28.14440336406251,9.837812398419505,0.6419481538231718,1
20.0,0,-0.049167176024287884,11,18.85824538434334,7.208789818622884,0.14373307208656125,0
20.0,1,0.12952803330479545,9,29.621836468602694,9.27876435810323,0.6119176938556965,0
20.0,1,0.07319837193130818,10,32.76842023280282,9.828516219331764,0.7303975956585501,0
20.0,0,0.0025723360213741886,13,27.335392083711742,9.646376261311923,0.5676276510583759,0
20.0,1,0.1839462724449601,9,27.47629919088186,8.780638924699641,0.5047431114761431,0
20.0,0,-0.05932303544030404,10,24.504040023070896,9.347926775620836,0.4659645395539587,0
20.0,0,0.048215324976016216,9,22.965259531332045,8.926585367708945,0.39483738674363655,1
20.0,1,0.1567449207310322,9,33.90381556783758,9.807873691212404,0.7616489850484679,1
20.0,0,0.005078142915474149,8,27.639716011815253,9.31463428249511,0.5581983483456617,1
44.95522976785959,0,0.0025550902380907514,14,47.64573844484482,9.992406698899682,0.9212802970409386,1
20.0,1,0.04815672055853215,8,27.16177540912489,9.599079945696513,0.5865742664939039,1
20.0,1,0.07934231148682303,9,29.419170325304883,9.782012008150568,0.6596297483527406,1
20.0,1,-0.019905178235540666,9,26.727285024295686,9.790692884351415,0.5859318356326353,1
20.0,0,0.002369459333250501,8,24.47292264451199,7.077112835547506,0.23095242988189332,1
20.0,0,-0.05431862488425898,8,22.67709112681444,9.63879450352823,0.4675388652283173,0
20.0,0,0.01199701862597935,8,30.998680467586215,9.62728926678389,0.6747035981832559,1
20.0,1,-0.04623757369018522,8,23.77262448528943,9.705152398562683,0.5041862471385085,0
26.79417085492934,0,-0.06306141401923793,10,37.35902471181123,9.986283074579113,0.8125179231982942,1
20.0,0,-0.10657681621556442,9,29.298331999319625,9.053690625859435,0.5479622248483172,1
20.0,1,0.12281119503201254,8,27.984588278193794,9.640837377681578,0.6201791357065813,1
20.0,0,-0.0368237174347395,8,18.76413539308215,9.242405363529809,0.3294286944309345,0
25.03306792425102,0,-0.03625883151057874,10,27.305803362158677,9.496375890148379,0.557144299370877,1
20.0,0,-0.018323988352548448,10,26.695032880797974,8.883665629336132,0.4678234111560832,1
20.0,1,0.09666975111704224,8,24.899777087150714,7.837963464160121,0.3246068594785873,1
20.0,0,-0.11493163775238363,8,25.960148091882584,7.643158646247307,0.30367759819126167,0
20.0,1,0.09082929767867975,10,28.219776376098107,9.289980288561129,0.5698707539922778,1
20.0,1,0.1017273164927468,9,30.25921604625246,7.073620838941471,0.35494933107000415,0
20.0,0,0.032357384392917576,9,27.31132527063405,9.523255195721362,0.5739509146102626,1
20.0,0,-0.008498887206005779,8,24.283112930273983,9.646287528513676,0.5143038791047003,1
20.0,1,0.0323657424279441,7,25.288453027826524,8.95566515280335,0.46373205351454533,0
20.0,0,-0.08383547665527774,9,26.721341413120232,7.57590260178044,0.31157167560248883,1
20.0,0,0.011873663912641996,7,24.46994017363522,9.066818658446293,0.4546629686044008,1
20.0,1,0.07663386801327121,9,25.16516390154181,8.71954470796787,0.42645150801835396,0
20.0,1,0.14583592665733658,8,32.21240572015798,9.779430140582097,0.7298573841554626,1
20.0,1,0.10790621472503525,8,31.638560792015245,9.898564156607604,0.7265357487572441,0
20.0,0,-0.058733674643542455,7,23.98443446579202,9.091785873215635,0.4370315430874708,1
20.645624250936258,0,-0.01957131433664222,7,25.82796167850282,9.646345396324381,0.5567532267603702,0
20.0,0,0.037604272359419766,10,25.64033989871472,8.908832941505192,0.4516995933116212,1
20.0,0,-0.003926765299664681,9,25.6006415272844,9.474271199099574,0.5210592506661466,0
20.0,0,-0.008722254241055272,8,27.10822637193525,9.256466742540365,0.5361170857105497,1
20.0,1,0.10108407861717417,9,26.981813769854455,9.400920162560046,0.5592783992978315,1
20.0,1,0.14670142561141053,10,27.490796397541818,9.638881210497068,0.6012826561295788,0
20.0,1,0.09855331708478476,11,22.854785121397025,9.023760207296332,0.40044174761151474,0
20.0,1,0.12645726472482943,9,30.307371687508272,8.568706224556507,0.5417449497221689,1
20.0,0,0.020185319681823688,11,30.420927890965388,9.619519577825015,0.6483251076311715,1
20.0,1,0.1746175746184,12,28.978734054675353,9.912540139848332,0.6621583605264731,1
20.0,0,-0.08864129445714586,9,24.74231105062325,9.445874665270786,0.4854786568379024,1
20.0,0,0.05727877410487636,9,28.626199989106993,9.107614406987693,0.5582633925174083,1
20.0,0,-0.017357163792914077,9,26.80750659263765,9.437554552751356,0.5448540567528345,1
20.0,1,0.10659437240309766,8,30.098662270976178,9.558307922519113,0.6575382339670537,1
20.0,1,0.10048396163545836,13,29.254419482159683,9.888751326106558,0.6534467613434306,1
20.0,1,0.1763791106386714,8,33.802853689649695,9.925710948155654,0.7757999431002758,0
27.045819968229907,1,0.1527501906779899,14,35.92688163337227,9.98995110524816,0.796061005875171,1
20.0,1,-0.023056668281735027,10,28.094460014802287,9.313897545526475,0.5557195766957407,0
20.0,1,0.09201629440598347,11,32.71881089010088,9.95507227647619,0.7398454179173871,0
20.0,1,0.07198598628341013,9,30.978370993022597,9.913930232753842,0.7067902466062443,1
20.0,1,0.0804154903735752,11,32.85704646422036,9.685248492080508,0.714690807116822,1
20.0,1,0.0772279757225729,8,31.27143015563234,9.556628473019819,0.6800707063828721,1
20.0,1,0.14107919983715023,11,24.57071377133734,9.551904297372861,0.5133226008242029,0
20.0,0,-0.022335024466094977,10,29.824509236618887,9.734756836522275,0.6473938775805763,0
20.0,0,-0.00979523365046514,9,24.52404042839968,9.343979011240407,0.4771525292550256,0
20.0,0,-0.0961670003406937,10,25.110420082097214,8.379402813406045,0.3593011442590907,0
20.0,1,0.017118180475497957,8,30.892439679611492,9.823547535796758,0.6941519224631042,1
20.0,0,0.19076607441512372,10,25.018279917018276,9.461701727866522,0.524231830459625,0
20.0,1,0.03188458263614424,7,23.855269943552873,9.821964882915356,0.5360035679351691,1
20.0,0,0.11480514687012677,14,25.48888800454048,9.757101156872753,0.545537975658526,0
20.0,0,0.042128740235171436,9,33.22559895873771,9.810301677520094,0.7384302367037888,0
20.0,0,-0.10701373641729556,9,25.84308647570866,4.765633529715936,0.09134425124888725,0
20.0,0,-0.02002527871648835,9,24.588011373011977,7.6757563395574016,0.28408604146710487,0
38.78440869203433,1,-0.06435642180204415,14,36.924098375949626,9.64702349924857,0.7652280879477593,1
20.0,0,-0.06076484692061618,9,26.06124691964661,9.923354192134976,0.5809001927871316,0
20.0,0,0.1534514692213267,9,29.51789698566747,9.566175181121487,0.6458058073210388,0
20.0,0,-0.10018422916551134,7,24.29973723279612,9.130955082524817,0.4445222060772397,0
20.0,1,0.07634416382495657,10,29.303765466093317,9.196589281860124,0.5831662119383858,1
20.0,0,-0.0004454503195009396,8,29.937331552069658,9.856547723236655,0.6752022973344771,0
20.0,0,-0.02458008589450089,7,28.82301310920735,9.342795392506652,0.5922371020846783,0
20.0,1,-0.011576246771905219,10,35.0,9.889897851394387,0.7699629871563893,1
20.0,1,0.01235011587711543,9,28.20864576989033,8.465628181768993,0.462297756828606,0
20.0,0,0.019701013664512157,10,26.05976820740727,9.490718097407933,0.5324861210600961,1
20.0,1,0.06587343860662542,11,29.439322179534095,9.700372332395467,0.6403296024390096,1
20.0,0,-0.031151715830425086,10,29.137029817056412,9.817831734164624,0.6401428971815407,0
20.0,1,0.1779469229760703,9,23.576470400905443,8.774000349796111,0.40677131292385016,1
20.0,1,0.11437961878991898,10,31.15553400452638,9.842909698349171,0.7033161641676146,1
20.0,0,-0.11559876951195414,8,33.390933891606394,9.859453651982227,0.7351763655023851,1
20.0,0,0.06529542115482201,9,22.254983768265035,6.058142193390921,0.12744594209416618,0
20.0,1,-0.12302492831935258,10,31.3043922461942,9.896861058475821,0.6870360400840765,1
20.0,1,0.11243092817105249,9,32.75584600832896,9.7795789674697,0.7331453885941684,0
20.0,0,0.042100741477061665,8,27.360226306484797,9.138873549050363,0.534080895788667,0
20.0,1,0.07597548280216793,8,27.500604426598056,8.86250527605922,0.5073310598346925,0
20.0,1,0.10549734874393524,11,28.08942617937151,9.04071523810791,0.5328995977425027,0
20.0,1,0.14663475374316448,11,28.68967402701506,9.401492301492269,0.5969495406119368,1
20.0,0,-0.04597152001088339,9,27.35413146113476,8.244482779960835,0.4070242528690507,1
20.0,0,-0.08878964668242234,8,22.533086732221673,6.921601631977127,0.17942326347627144,0
20.0,1,0.16231609938216718,9,25.627036229921,9.079079754968756,0.4931134473912758,1
20.0,0,-0.05881515918422742,11,34.667927141432514,9.906041816043642,0.7577064322008871,0
20.0,0,-0.06545495819876651,9,26.376064034442237,9.764818936069776,0.5686484263954423,1
20.0,1,0.15775908657672078,7,27.289522728172223,9.617421668837778,0.6102480204197925,1
20.0,1,0.15164210311350723,7,29.312506131188325,9.839807315113084,0.6810904399238616,0
20.0,1,0.10630327035481124,9,31.112939055366983,9.956808364783623,0.7174606399614157,0
20.0,0,-0.030156286974373003,11,26.97608887103196,9.73383353352352,0.574243859150543,0
20.0,0,-0.1406432403653809,7,29.770448526639612,9.678628726000252,0.6405725007834195,1
20.0,0,0.04094527222573541,9,28.732044122265723,9.011180263008573,0.5469407773553605,1
28.04191011166212,1,-0.011123344208541108,10,33.27304417028447,9.400497530993995,0.6880316140181614,0
20.0,1,0.1089822730664678,9,33.393103142385584,9.829013857153308,0.7497649116255085,1
20.0,0,-0.0454496692286942,8,23.82429668597544,9.436172180255365,0.47198348725360906,0
20.0,1,0.12479321010949795,10,27.911579448219037,9.576419926524553,0.6012571366153039,1
20.0,0,0.07784805486974222,11,24.010243122607015,8.581031741315288,0.3728999614440776,1
20.0,1,0.09394567959711031,9,26.707769870812466,9.362606777295316,0.5468877572007812,0
20.0,1,0.11838765746530089,9,30.445857898547832,9.631842944949895,0.6701252478304084,1
20.0,1,0.18716937066293482,11,31.58778236454949,9.96693069960337,0.728211663938897,1
20.0,0,0.06218946693462468,10,25.07505369695423,9.630735787959757,0.5306887305004087,0
20.0,0,0.005064710091020386,8,23.748295476991466,8.341103303623015,0.34478081282768086,0
20.0,0,0.017017619900203784,9,29.63240612913448,9.248603350438263,0.5951029540796418,0
20.0,1,0.1047424848236086,9,27.346768767953964,9.06034379498202,0.5265426534362799,1
20.0,1,0.14207992235137,9,27.68617996390747,9.460845848359025,0.588830149187285,1
20.0,1,0.13698579027933,9,26.265822214647493,8.659296350534442,0.4535775315433395,0
20.0,0,-0.17947972564379444,7,29.82813703340567,8.281196157279286,0.4664216534751874,0
20.0,1,0.09106988378175929,7,26.19196126087663,9.794933223462289,0.5972476290653786,0
20.0,0,0.037306386231889976,9,25.989766411951834,9.806428083232126,0.5768594786439148,1
20.0,0,-0.06824068803637257,11,23.35919075842728,8.187776822989058,0.29847445503091113,0
20.0,1,0.07669721767554016,10,32.16053977648617,9.481297566593728,0.6822199835544707,1
20.0,0,0.002746201604757914,9,28.75006323562618,9.264486050491442,0.57387355105443,0
20.0,0,-0.0751683398923858,8,28.461708960345646,9.351333028618019,0.5730433198556169,1
20.0,0,0.00137767598892935,14,30.197999174068038,9.858487681651123,0.6564578571393916,1
37.36512889341891,1,0.09159337029219572,14,42.89541722769377,9.990854212125376,0.883765456004345,1
31.470294382976732,1,0.07548758052116344,12,36.321436154102706,9.949553489845151,0.7983702499307499,0
20.0,1,0.1646624900730359,10,29.797391824001778,9.554513505548138,0.6475457456014653,0
20.0,0,-0.06928268149649025,12,27.018737531553594,8.918638978909394,0.46456627733209116,0
20.0,0,-0.04644704866197358,9,27.71706410790398,7.58738540622648,0.3387714365167279,0
20.0,0,-0.11596866757500213,7,24.265730036611515,9.496234246002723,0.4871323470805579,1
20.0,1,0.10311364460403039,10,25.928171358161713,9.380851182614906,0.5259120077058398,1
20.0,0,-0.043965474353409695,11,22.71495066778033,4.251607946953536,0.05340617073336128,0
20.0,0,-0.07985442069431492,9,29.528757370630082,9.67056473640204,0.6311797739794374,1
20.0,1,0.14502903567978187,8,25.281756410359513,9.783140201340114,0.5750011990365794,1
20.0,1,0.09322261363613138,7,30.108535460856363,9.92697348323044,0.7011465957079301,0
20.0,1,0.15277607852308517,9,34.40062434572572,9.80757200054024,0.7701727625505776,1
20.0,1,0.0443619768777197,9,24.143497411580782,9.477853680482697,0.49112794811062743,0
20.0,0,-0.010070286148263607,8,27.454151720818068,8.464220135365396,0.44584220532229124,0
20.0,0,-0.020501599844340523,9,24.82903227720465,8.441141496370543,0.3733840480766679,1
20.0,1,0.12291621867545754,10,26.218401945537817,9.64233476913857,0.567929153492268,1
20.0,0,0.09032910377485537,11,29.017670240203714,9.634913470732338,0.6257737225223233,1
20.0,0,0.033693495291762354,9,27.949121534294278,9.157973250683323,0.5448283086902289,0
20.0,1,0.04011474452394437,9,32.305608703377516,9.784475625809964,0.7174619236057166,1
20.0,0,-0.13186378878464894,9,30.73623860256732,9.912562206415563,0.6798371619379724,0
20.0,0,-0.12456610892293496,8,30.732049101853107,9.30794215073757,0.6165472249107978,1
20.0,0,-0.08493814154529955,10,25.221288594914164,8.246814142775772,0.34796604887819865,0
20.0,1,0.12163407651752878,8,29.93074413613146,9.764762306877191,0.6783715445055722,1
20.0,1,0.17743822252861208,7,29.60808205482826,9.821824919000063,0.688314674870358,1
20.0,1,0.09429481964388753,7,30.879841474747,9.891161620334385,0.713516495110799,1
20.0,1,0.08718525204794558,8,30.164900542237028,9.687420933445999,0.6712443956453105,0
20.0,0,-0.024657636901903368,8,33.77698211731564,9.88786272305894,0.7538637257513837,1
20.0,0,0.08107258565029896,9,29.091814035623965,8.986076724322437,0.5576935267100492,0
20.0,1,0.0028744746949852518,8,29.509315139746995,9.853022850801542,0.6657234490925077,0
20.0,0,-0.04302478379336916,9,31.23245280335838,9.66633554882671,0.673476495373904,1
20.0,0,-0.06492648507956467,7,22.938480669878647,9.770730042370598,0.4946407236181813,0
20.0,0,0.019652159576644346,10,24.60800691012332,9.11587633386528,0.44954886224985413,0
20.0,1,0.18608226671421002,11,24.91424476918178,9.84484795803753,0.5638075644799718,1
20.0,0,-0.15152408194500955,7,26.157727791071558,9.058975131723766,0.4753476384111674,1
21.793313498637232,0,0.005739483103879395,7,31.31236013262614,9.852157858642737,0.7093020931327919,1
20.0,1,0.1248026500898799,11,22.5511168277086,7.318061123537207,0.21862170626443614,1
20.0,0,0.031738791271111344,9,31.399184527301614,9.797379271027145,0.6992077289671924,1
